B1,B2,B3,B4,B5,B6,B7,Y
-0.554705432,-0.563794984,-0.655660377,-0.60995347,-0.693977548,-0.504952593,-0.102374137,1
-0.586074981,-0.608142494,-0.698113208,-0.620878009,-0.683681697,-0.449758991,-0.106246843,1
-0.655700077,-0.627044711,-0.496630728,-0.417762492,-0.252248341,-0.059378145,-0.12022226,1
-0.546289212,-0.542711741,-0.640161725,-0.591341291,-0.672145382,-0.488850045,-0.014648931,1
-0.589900536,-0.600145402,-0.703504043,-0.645559377,-0.705389816,-0.496265692,-0.098333053,1
-0.623565417,-0.634314795,-0.732479784,-0.654865466,-0.701544378,-0.46872186,-0.132008756,1
-0.675592961,-0.642311887,-0.502695418,-0.445276148,-0.232649011,-0.070713491,-0.146994444,1
-0.655700077,-0.63649582,-0.497304582,-0.429091645,-0.242324629,-0.087875417,-0.164505809,1
-0.599846978,-0.616866594,-0.69541779,-0.621282622,-0.672269429,-0.436198951,-0.084862772,1
-0.629686305,-0.634314795,-0.729784367,-0.643131701,-0.693109223,-0.445733355,-0.104226301,1
-0.679418516,-0.647400945,-0.503369272,-0.450940724,-0.219127954,-0.070819429,-0.149856878,1
-0.667941852,-0.646673937,-0.513477089,-0.446085373,-0.235502078,-0.074209439,-0.159959589,1
-0.605202754,-0.576881134,-0.468328841,-0.393485737,-0.285616821,-0.085756661,-0.121737666,1
-0.550879878,-0.525263541,-0.438679245,-0.322273923,-0.305340197,-0.105355157,-0.121064152,1
-0.606732976,-0.594329335,-0.49393531,-0.374468946,-0.299137878,-0.100587955,-0.130156592,1
-0.62586075,-0.589967285,-0.525606469,-0.419785555,-0.326304038,-0.123046772,-0.149183364,1
-0.660290742,-0.64521992,-0.552560647,-0.435970059,-0.287725609,-0.095079189,-0.142111467,1
-0.583014537,-0.541984733,-0.464959569,-0.330770787,-0.31489177,-0.108321415,-0.13604984,1
-0.65876052,-0.634314795,-0.572102426,-0.458628363,-0.298765738,-0.091583241,-0.150698771,1
-0.632746748,-0.603053435,-0.519541779,-0.41897633,-0.293927929,-0.115631125,-0.166526351,1
-0.712318286,-0.692475463,-0.584231806,-0.533886304,-0.23748682,-0.137348377,-0.208284223,1
-0.571537873,-0.536168666,-0.541778976,-0.465506777,-0.513117906,-0.337253032,-0.055059774,1
-0.551644989,-0.534714649,-0.568059299,-0.491401983,-0.556162005,-0.350283384,-0.030308133,1
-0.574598317,-0.547073791,-0.586927224,-0.498685009,-0.538671463,-0.321892049,-0.033338946,1
-0.566182096,-0.545619775,-0.557277628,-0.463888327,-0.522421386,-0.28746226,0.011786496,1
-0.597551645,-0.571065067,-0.611185984,-0.546429294,-0.55975935,-0.368292812,-0.094291968,1
-0.534047437,-0.511450382,-0.534366577,-0.470766741,-0.525770638,-0.293182902,0.022394342,1
-0.509563887,-0.515812432,-0.570080863,-0.516892575,-0.62029399,-0.430584247,-0.107425493,1
-0.530221882,-0.518720465,-0.559973046,-0.509609549,-0.600074428,-0.42994862,-0.160296346,1
-0.530221882,-0.533260632,-0.556603774,-0.486142019,-0.555169633,-0.348588379,-0.007408655,1
-0.540168324,-0.531079607,-0.551886792,-0.47683593,-0.538175278,-0.333757085,-0.045125442,1
-0.525631217,-0.498364231,-0.495283019,-0.412907141,-0.513117906,-0.289157265,0.029129483,1
-0.546289212,-0.517266449,-0.568059299,-0.505563423,-0.56869069,-0.339371789,-0.048156255,1
-0.548584545,-0.538349691,-0.574797844,-0.505968036,-0.560627675,-0.341702421,-0.064994107,1
-0.555470543,-0.514358415,-0.535714286,-0.471575966,-0.540656205,-0.322739552,-0.053544368,1
-0.477429227,-0.452562704,-0.488544474,-0.450940724,-0.570923525,-0.356639653,-0.000505136,1
-0.47972456,-0.451108688,-0.441374663,-0.380942747,-0.518327855,-0.274220033,0.096649268,1
-0.51185922,-0.477280989,-0.47574124,-0.399959539,-0.531724865,-0.307484507,0.00791379,1
-0.518745218,-0.488186114,-0.51212938,-0.432328545,-0.51882404,-0.295089782,0.022225964,1
-0.50420811,-0.455470738,-0.464285714,-0.421404006,-0.541896669,-0.318396101,0.022899478,1
-0.52869166,-0.474372955,-0.507412399,-0.446894598,-0.53122868,-0.314688278,0.022057585,1
-0.523335884,-0.493275173,-0.505390836,-0.443657698,-0.545245922,-0.278669421,0.077622495,1
-0.467482785,-0.446019629,-0.442722372,-0.37972891,-0.516467159,-0.235128979,0.164337431,1
-0.503442999,-0.450381679,-0.456873315,-0.390248837,-0.531600819,-0.285767255,0.059605994,1
-0.511094109,-0.491094148,-0.528975741,-0.463079102,-0.559511257,-0.328460194,-0.012628389,1
-0.518745218,-0.50781534,-0.551886792,-0.485332794,-0.548098989,-0.306319191,0.008250547,1
-0.527926549,-0.500545256,-0.535040431,-0.478049767,-0.55082801,-0.293500715,0.060784644,1
-0.518745218,-0.488913123,-0.532345013,-0.476026704,-0.569931154,-0.343291488,0.013301903,1
-0.452180566,-0.449654671,-0.469002695,-0.423427069,-0.55355703,-0.294666031,0.107257114,1
-0.485845448,-0.482370047,-0.523584906,-0.477240542,-0.587421696,-0.330049261,0.044620306,1
-0.521805662,-0.519447474,-0.564016173,-0.500708072,-0.577125845,-0.343821177,0.005051355,1
-0.525631217,-0.510723373,-0.552560647,-0.487760469,-0.559139118,-0.292123523,0.051187069,1
-0.540168324,-0.515812432,-0.55458221,-0.490592757,-0.572039943,-0.297526352,0.071224112,1
-0.51185922,-0.496910214,-0.52425876,-0.46591139,-0.561868139,-0.291381959,0.143121738,1
-0.509563887,-0.492548164,-0.514824798,-0.449322274,-0.556037958,-0.276020976,0.191783128,1
-0.575363428,-0.569611051,-0.632075472,-0.579607526,-0.620418036,-0.376661899,-0.033675703,1
-0.502677888,-0.491821156,-0.51212938,-0.44406231,-0.547478757,-0.234493352,0.181343661,1
-0.529456771,-0.507088332,-0.555256065,-0.49099737,-0.583452211,-0.322315801,0.085873043,1
-0.510328998,-0.49909124,-0.555256065,-0.47845438,-0.579978912,-0.347317125,0.01246001,1
-0.534047437,-0.521628499,-0.555929919,-0.491806595,-0.545121876,-0.248900895,0.163158781,1
-0.566947207,-0.561613959,-0.609838275,-0.537527817,-0.586677417,-0.344456804,0.018353258,1
-0.488905891,-0.464194838,-0.486522911,-0.415739429,-0.545742108,-0.273902219,0.145310658,1
-0.576128539,-0.569611051,-0.630053908,-0.567873761,-0.587793835,-0.359394036,0.007240276,1
-0.602907422,-0.576881134,-0.619272237,-0.582844426,-0.632698629,-0.502833837,-0.27782455,1
-0.570007651,-0.547073791,-0.605121294,-0.564232248,-0.62339515,-0.511096986,-0.302407813,1
-0.502677888,-0.459832788,-0.533692722,-0.510418774,-0.628605098,-0.543090206,-0.335915137,1
-0.538638103,-0.490367139,-0.533692722,-0.511227999,-0.616944737,-0.515334499,-0.335746759,1
-0.558530987,-0.509269357,-0.539083558,-0.516487963,-0.576629659,-0.48471847,-0.309311332,1
-0.517214996,-0.460559796,-0.527628032,-0.503135748,-0.600570613,-0.531966736,-0.324465398,1
-0.557000765,-0.537622683,-0.599730458,-0.563423022,-0.652049867,-0.565866836,-0.360835157,1
-0.457536343,-0.407488186,-0.489892183,-0.485737406,-0.655895305,-0.56713809,-0.337093787,1
-0.518745218,-0.46346783,-0.519541779,-0.505563423,-0.631830305,-0.565866836,-0.332547567,1
-0.537107881,-0.486732097,-0.54245283,-0.521343314,-0.61892948,-0.535356746,-0.207610709,1
-0.568477429,-0.507088332,-0.539083558,-0.495043496,-0.578118216,-0.490650988,-0.248863445,1
-0.589900536,-0.533260632,-0.582210243,-0.52700789,-0.558642932,-0.495736003,-0.245159118,1
-0.589135425,-0.536168666,-0.583557951,-0.519320251,-0.592507598,-0.467132793,-0.24145479,1
-0.560061209,-0.518720465,-0.575471698,-0.537527817,-0.611734789,-0.516182001,-0.338104058,1
-0.456006121,-0.392221011,-0.43328841,-0.441634635,-0.623023011,-0.537899253,-0.289274289,1
-0.472838562,-0.418393312,-0.495956873,-0.464697552,-0.607889351,-0.511626675,-0.291968345,1
-0.571537873,-0.527444566,-0.59097035,-0.553307708,-0.645599454,-0.549446475,-0.347364876,1
-0.570772762,-0.526717557,-0.583557951,-0.52700789,-0.589282392,-0.522008581,-0.339787843,1
-0.532517215,-0.482370047,-0.557951482,-0.519724863,-0.635055511,-0.553683987,-0.347028119,1
-0.501147666,-0.442384587,-0.486522911,-0.476431317,-0.621906593,-0.525080778,-0.27327833,1
-0.529456771,-0.485278081,-0.514150943,-0.461865264,-0.533585561,-0.472535622,-0.269910759,1
-0.581484315,-0.542711741,-0.606469003,-0.534695529,-0.548595175,-0.516923566,-0.345007577,1
-0.561591431,-0.518720465,-0.582884097,-0.532267854,-0.626000124,-0.553366174,-0.340629736,1
-0.557765876,-0.491821156,-0.53638814,-0.490188145,-0.596477082,-0.490015361,-0.272604816,1
-0.549349656,-0.506361323,-0.538409704,-0.499898847,-0.607889351,-0.498172573,-0.295335915,1
-0.52027544,-0.492548164,-0.573450135,-0.544406231,-0.681821001,-0.593410668,-0.370601111,1
-0.513389441,-0.47655398,-0.549191375,-0.522152539,-0.646591825,-0.560569945,-0.341640007,1
-0.574598317,-0.525990549,-0.579514825,-0.518106413,-0.593375923,-0.504316966,-0.319414043,1
-0.572302984,-0.530352599,-0.589622642,-0.519724863,-0.569683061,-0.497113195,-0.32193972,1
-0.538638103,-0.495456198,-0.544474394,-0.499089622,-0.60342368,-0.520419514,-0.304259976,1
-0.591430757,-0.539803708,-0.592991914,-0.543192393,-0.630837933,-0.49393506,-0.299040242,1
-0.602142311,-0.568884042,-0.675876011,-0.637062513,-0.72449296,-0.622225753,-0.419767638,1
-0.535577659,-0.504907306,-0.588274933,-0.56139996,-0.657756001,-0.573282483,-0.328338104,1
-0.582249426,-0.551435842,-0.587601078,-0.529030953,-0.583204118,-0.514381058,-0.28455969,1
-0.590665647,-0.536168666,-0.613207547,-0.55371232,-0.62475966,-0.534403305,-0.326149183,1
-0.523335884,-0.490367139,-0.568059299,-0.524175602,-0.640637598,-0.543302082,-0.327832969,1
-0.605202754,-0.568157034,-0.648921833,-0.61319037,-0.67462631,-0.574235924,-0.347364876,1
-0.550879878,-0.509996365,-0.601078167,-0.565850698,-0.638776903,-0.555590868,-0.346522984,1
-0.515684774,-0.473645947,-0.534366577,-0.504349585,-0.576629659,-0.465967477,-0.249368581,1
-0.565416985,-0.51217739,-0.587601078,-0.538741655,-0.607021026,-0.511308862,-0.286411854,1
-0.594491201,-0.551435842,-0.652291105,-0.602670443,-0.65949265,-0.594046295,-0.395352753,1
-0.602907422,-0.563067975,-0.641509434,-0.601456605,-0.670284686,-0.568409344,-0.342313521,1
-0.548584545,-0.47655398,-0.541778976,-0.518915638,-0.605036284,-0.514486996,-0.292641859,1
-0.491966335,-0.403853144,-0.455525606,-0.448108436,-0.578118216,-0.475078129,-0.241623169,1
-0.500382555,-0.406034169,-0.415768194,-0.419380943,-0.495875457,-0.467556544,-0.294325644,1
-0.592960979,-0.546346783,-0.584231806,-0.542787781,-0.595112572,-0.510779173,-0.315709715,1
-0.47972456,-0.412577245,-0.45754717,-0.440016185,-0.594120201,-0.485671911,-0.228658023,1
-0.525631217,-0.470737913,-0.527628032,-0.515274125,-0.640265459,-0.549764288,-0.311500253,1
-0.597551645,-0.541984733,-0.606469003,-0.556139996,-0.6216585,-0.543513957,-0.346354605,1
-0.425401683,-0.350054526,-0.380727763,-0.38134736,-0.569807108,-0.483447216,-0.246842903,1
-0.516449885,-0.440930571,-0.47574124,-0.436374671,-0.589034299,-0.45177181,-0.208284223,1
-0.53634277,-0.483097056,-0.537061995,-0.499898847,-0.635923836,-0.524657026,-0.294999158,1
-0.540168324,-0.477280989,-0.533018868,-0.509204936,-0.641878062,-0.544255522,-0.308301061,1
-0.594491201,-0.528171574,-0.564016173,-0.522557152,-0.548719221,-0.512050426,-0.356794073,1
-0.615914308,-0.571792076,-0.615229111,-0.572729112,-0.618061155,-0.536522062,-0.346354605,1
-0.564651875,-0.517993457,-0.586253369,-0.544810844,-0.628357006,-0.549128661,-0.349722175,1
-0.538638103,-0.477280989,-0.533692722,-0.502326522,-0.620790176,-0.533237989,-0.317225122,1
-0.51185922,-0.460559796,-0.526280323,-0.50354036,-0.624883707,-0.543196144,-0.337598922,1
-0.477429227,-0.422028353,-0.486522911,-0.463079102,-0.613347392,-0.511944489,-0.27782455,1
-0.450650344,-0.376953835,-0.398247978,-0.380942747,-0.570055201,-0.413634197,-0.134702812,1
0.01606733,0.022173755,-0.117924528,-0.387416549,-0.508404143,-0.550823667,-0.396363024,1
0.026778883,0.003998546,-0.161725067,-0.42828242,-0.52949203,-0.567667779,-0.32766459,1
0.07345065,0.035986914,-0.138140162,-0.401577989,-0.545866154,-0.605381641,-0.34921704,1
-0.508798776,-0.446746638,-0.510107817,-0.47683593,-0.610246232,-0.378992531,-0.001010271,1
-0.531752104,-0.474372955,-0.535040431,-0.507181873,-0.62339515,-0.523173897,-0.256945614,1
-0.542463657,-0.470737913,-0.539083558,-0.503944973,-0.607641258,-0.538111129,-0.324802155,1
-0.554705432,-0.488186114,-0.543126685,-0.506777261,-0.624511567,-0.52497484,-0.288095639,1
0.004590666,-0.026535805,-0.166442049,-0.365162857,-0.444520251,-0.545526776,-0.430207106,1
-0.093343535,-0.124681934,-0.313342318,-0.49261582,-0.598833964,-0.64373113,-0.468934164,1
-0.003060444,-0.035259905,-0.241239892,-0.454582238,-0.587297649,-0.632183908,-0.430375484,1
0.112471308,0.051254089,-0.15296496,-0.410074853,-0.58866216,-0.647862705,-0.447213336,1
-0.566182096,-0.511450382,-0.595013477,-0.552903095,-0.660236929,-0.507812914,-0.205085031,1
-0.570007651,-0.539076699,-0.629380054,-0.603479668,-0.674750357,-0.509190105,-0.16669473,1
-0.035195103,-0.06434024,-0.264824798,-0.482905118,-0.624635614,-0.66163462,-0.51473312,1
-0.57689365,-0.518720465,-0.601752022,-0.555735383,-0.663586181,-0.49393506,-0.175282034,1
0.01606733,-0.021446747,-0.200808625,-0.438397734,-0.563728835,-0.644578632,-0.517427176,1
-0.04055088,-0.087604507,-0.254716981,-0.472385191,-0.607269119,-0.656655543,-0.480047146,1
0.023718439,-0.018538713,-0.202156334,-0.439611572,-0.586429325,-0.64129456,-0.457484425,1
-0.022188217,-0.054889131,-0.205525606,-0.441230022,-0.52366185,-0.581333757,-0.394679239,1
-0.034429992,-0.078153399,-0.214285714,-0.452559175,-0.506667494,-0.554849303,-0.339619465,1
-0.52869166,-0.462740822,-0.528975741,-0.493829658,-0.61719283,-0.374437205,0.037211652,1
-0.018362663,-0.054889131,-0.188679245,-0.412907141,-0.466848601,-0.507283225,-0.32429702,1
0.061208875,0.01563068,-0.172506739,-0.435160834,-0.530484401,-0.625509826,-0.535612056,1
-0.009946442,-0.049800073,-0.257412399,-0.463888327,-0.607021026,-0.637586737,-0.466745243,1
-0.058913542,-0.085423482,-0.258086253,-0.476026704,-0.563852881,-0.620742624,-0.475669305,1
-0.119357307,-0.139222101,-0.291778976,-0.491806595,-0.541400484,-0.597436305,-0.459673346,1
-0.087222647,-0.139949109,-0.266846361,-0.469148291,-0.524530174,-0.578685312,-0.423640343,1
-0.550114767,-0.513631407,-0.583557951,-0.540764718,-0.635923836,-0.410562,-0.023404614,1
-0.12165264,-0.16612141,-0.293800539,-0.462674489,-0.509272468,-0.539276445,-0.399562216,1
-0.58530987,-0.533987641,-0.642183288,-0.586890552,-0.668672083,-0.475395943,-0.10203738,1
-0.584544759,-0.540530716,-0.620619946,-0.582439814,-0.668548037,-0.467344669,-0.09412359,1
-0.558530987,-0.519447474,-0.608490566,-0.566255311,-0.662717856,-0.427300175,-0.034349217,1
-0.019892884,-0.051254089,-0.263477089,-0.481286668,-0.605532469,-0.655596165,-0.519110961,1
-0.135424637,-0.177753544,-0.311994609,-0.516892575,-0.534826025,-0.60008475,-0.499073918,1
-0.218821729,-0.251181389,-0.366576819,-0.517701801,-0.540408113,-0.574447799,-0.434753325,1
0.034429992,-0.022900763,-0.210242588,-0.450940724,-0.582211747,-0.644048943,-0.48644553,1
0.094873757,0.025081788,-0.178571429,-0.444466923,-0.599702289,-0.660151491,-0.512375821,1
-0.012241775,-0.058524173,-0.26212938,-0.486951244,-0.569683061,-0.617882303,-0.507156087,1
0.03213466,-0.023627772,-0.190026954,-0.448513049,-0.455436333,-0.569468722,-0.53173935,1
-0.564651875,-0.525990549,-0.608490566,-0.560590734,-0.642870434,-0.434715822,-0.019868665,1
-0.582249426,-0.531079607,-0.628032345,-0.583249039,-0.663089996,-0.448699613,-0.037716787,1
-0.588370314,-0.52090149,-0.607816712,-0.55209387,-0.642498294,-0.432914879,-0.030813268,1
-0.582249426,-0.544892766,-0.607816712,-0.573133724,-0.65366247,-0.416176704,-0.016332716,1
-0.194338179,-0.251908397,-0.371967655,-0.536718592,-0.575017056,-0.599025372,-0.482236067,1
-0.584544759,-0.545619775,-0.644878706,-0.587699777,-0.65192582,-0.54436146,-0.321266206,1
-0.662586075,-0.627044711,-0.679919137,-0.603884281,-0.565465484,-0.525610467,-0.364371106,1
-0.665646519,-0.637222828,-0.697439353,-0.62411491,-0.620169944,-0.542560517,-0.374810574,1
-0.653404744,-0.642311887,-0.745956873,-0.669431519,-0.688767599,-0.5957413,-0.402929786,1
-0.677888294,-0.655398037,-0.755390836,-0.672263807,-0.686286671,-0.588749404,-0.383566257,1
-0.679418516,-0.634314795,-0.66509434,-0.578393688,-0.55355703,-0.466179353,-0.304428355,1
-0.619739862,-0.573246092,-0.634097035,-0.567469148,-0.589778577,-0.515016685,-0.316214851,1
-0.638102525,-0.597964377,-0.673180593,-0.596601254,-0.617813062,-0.517135441,-0.333052702,1
-0.675592961,-0.667030171,-0.717654987,-0.635848675,-0.58829002,-0.520949203,-0.3832295,1
-0.678653405,-0.633587786,-0.706199461,-0.634634837,-0.646963965,-0.563854018,-0.39568951,1
-0.646518745,-0.643038895,-0.719002695,-0.645559377,-0.64609564,-0.570104349,-0.390806533,1
-0.680183627,-0.667030171,-0.754716981,-0.678737609,-0.684053836,-0.575719053,-0.391480047,1
-0.602907422,-0.557251908,-0.633423181,-0.571110662,-0.612479067,-0.512474178,-0.302912948,1
-0.653404744,-0.64521992,-0.736522911,-0.656888529,-0.674750357,-0.57730812,-0.39114329,1
-0.698546289,-0.664122137,-0.726415094,-0.653247016,-0.647212057,-0.572646856,-0.396026267,1
-0.654934966,-0.628498728,-0.742587601,-0.667003844,-0.681200769,-0.597965994,-0.381882472,1
-0.651109411,-0.627771719,-0.740566038,-0.672263807,-0.701296285,-0.593622544,-0.375989224,1
-0.646518745,-0.626317703,-0.715633423,-0.648391665,-0.674378217,-0.550929604,-0.332042431,1
-0.643458301,-0.612504544,-0.70148248,-0.622091847,-0.630837933,-0.523385773,-0.319245664,1
-0.690130069,-0.651762995,-0.735849057,-0.656079304,-0.662345717,-0.59330473,-0.389964641,1
-0.644988523,-0.603053435,-0.67722372,-0.61157192,-0.632078397,-0.539276445,-0.32884324,1
-0.442999235,-0.474372955,-0.595687332,-0.626137973,-0.697202754,-0.631548281,-0.375147331,1
-0.416220352,-0.447473646,-0.586253369,-0.610762695,-0.681324815,-0.612585412,-0.332884324,1
-0.493496557,-0.515812432,-0.673180593,-0.66174388,-0.719283012,-0.62190794,-0.281865634,1
-0.40627391,-0.448200654,-0.547843666,-0.605907344,-0.699931774,-0.632607659,-0.300724028,1
-0.031369549,-0.067975282,-0.261455526,-0.448513049,-0.630093655,-0.634832353,-0.427849806,1
-0.247130834,-0.266448564,-0.448113208,-0.548856969,-0.673137754,-0.6461677,-0.415053039,1
0.091048202,0.038894947,-0.128706199,-0.377705847,-0.580599144,-0.60591133,-0.40023573,1
0.126243305,0.128316976,-0.138814016,-0.373659721,-0.614339763,-0.622649505,-0.408486277,1
-0.487375669,-0.504180298,-0.636118598,-0.662957718,-0.721515847,-0.635256105,-0.358814615,1
-0.40627391,-0.421301345,-0.618598383,-0.6366579,-0.707622651,-0.616399174,-0.25963967,1
-0.240244836,-0.249727372,-0.448787062,-0.548047744,-0.671773243,-0.614492293,-0.370264354,1
0.449885233,0.414031261,0.179919137,-0.198462472,-0.524158035,-0.579850628,-0.354100017,1
-0.062739097,-0.057797165,-0.306603774,-0.459842201,-0.648452521,-0.628158271,-0.390133019,1
0.340474369,0.303525991,0.055929919,-0.264818936,-0.562116231,-0.591503787,-0.367570298,1
-0.068859985,-0.086150491,-0.326819407,-0.474812867,-0.655771258,-0.616928863,-0.333052702,1
-0.413159908,-0.434387495,-0.601752022,-0.645154764,-0.703901259,-0.601038191,-0.254588315,1
-0.500382555,-0.496910214,-0.64083558,-0.64758244,-0.698815357,-0.59913131,-0.305270248,1
0.785003826,0.785532534,0.521563342,0.001820757,-0.476896359,-0.59086816,-0.381545715,1
0.36572303,0.361686659,0.073450135,-0.252680558,-0.591887366,-0.627522644,-0.405287085,1
0.799540933,0.7826245,0.539757412,-0.002225369,-0.486944117,-0.586312834,-0.359993265,1
0.595256312,0.589967285,0.314016173,-0.117944568,-0.531476772,-0.60686477,-0.409496548,1
-0.527926549,-0.564521992,-0.676549865,-0.67428687,-0.672641568,-0.563006515,-0.29483078,1
-0.40627391,-0.437295529,-0.610512129,-0.641108638,-0.698195125,-0.588113777,-0.183364203,1
-0.197398623,-0.234460196,-0.450808625,-0.556949221,-0.686286671,-0.626569204,-0.317393501,1
0.342004591,0.338422392,0.105121294,-0.253489784,-0.589902624,-0.627628582,-0.390806533,1
0.724560061,0.673573246,0.450808625,-0.04470969,-0.515846927,-0.598283807,-0.398046809,1
1,1,0.759433962,0.12765527,-0.4462569,-0.57148154,-0.32884324,1
0.892884468,0.901126863,0.663746631,0.075864859,-0.47205855,-0.589596907,-0.390133019,1
-0.525631217,-0.55216285,-0.692048518,-0.692089824,-0.715065434,-0.604322263,-0.305775383,1
-0.336648814,-0.360232643,-0.539757412,-0.603075056,-0.693109223,-0.591185974,-0.316719987,1
0.273144606,0.233733188,0.044474394,-0.294760267,-0.592011412,-0.631654219,-0.432396026,1
0.348890589,0.331152308,0.128032345,-0.243374469,-0.576505613,-0.61608136,-0.334399731,1
0.034429992,0.014903671,-0.216981132,-0.427068582,-0.640389506,-0.622543567,-0.363360835,1
0.801071155,0.784078517,0.577493261,0.028120575,-0.470197854,-0.578579374,-0.303586462,1
-0.695485845,-0.718647764,-0.842318059,-0.778272304,-0.730943373,-0.612161661,-0.266543189,1
-0.745983168,-0.768084333,-0.89690027,-0.803358284,-0.75029461,-0.619789184,-0.335915137,1
-0.6013772,-0.623409669,-0.765498652,-0.726077281,-0.720275383,-0.605381641,-0.346354605,1
-0.367253252,-0.422028353,-0.579514825,-0.641513251,-0.709235254,-0.638222363,-0.377167873,1
-0.342769702,-0.384223919,-0.490566038,-0.598624317,-0.688147367,-0.640658933,-0.410170062,1
-0.318286151,-0.364594693,-0.483827493,-0.587699777,-0.674130125,-0.62868796,-0.383397878,1
0.049732211,0.018538713,-0.131401617,-0.388225774,-0.609626,-0.635573918,-0.400404108,1
-0.832440704,-0.864049437,-1,-0.869714748,-0.783042858,-0.639493617,-0.296514565,1
-0.684009181,-0.661214104,-0.582210243,-0.544001618,-0.260931588,-0.169447534,-0.249536959,1
-0.646518745,-0.637949836,-0.576819407,-0.538741655,-0.283011846,-0.157264686,-0.219397205,1
-0.660290742,-0.647400945,-0.585579515,-0.52862634,-0.282267568,-0.154192489,-0.222933154,1
-0.680948738,-0.688840422,-0.624663073,-0.56139996,-0.291943187,-0.164468457,-0.232193972,1
-0.723029839,-0.717193748,-0.626684636,-0.580416751,-0.249023135,-0.188940092,-0.275804007,1
-0.718439174,-0.69392948,-0.607816712,-0.582439814,-0.251876202,-0.173261296,-0.256103721,1
-0.725325172,-0.710650672,-0.638814016,-0.569492211,-0.274700738,-0.16722284,-0.251894258,1
-0.722264728,-0.695383497,-0.657008086,-0.571110662,-0.293803883,-0.153556862,-0.229331537,1
-0.642693191,-0.635768811,-0.563342318,-0.522961764,-0.274824784,-0.135653371,-0.200202054,1
-0.696250956,-0.675027263,-0.626010782,-0.57717985,-0.29355579,-0.157370623,-0.225290453,1
-0.657230298,-0.643765903,-0.583557951,-0.516487963,-0.296780996,-0.132898988,-0.183869338,1
-0.710022953,-0.684478372,-0.609838275,-0.55371232,-0.266761769,-0.156629059,-0.234888028,1
-0.716143841,-0.684478372,-0.616576819,-0.539955493,-0.271599578,-0.148577785,-0.210809901,1
-0.730680949,-0.693202472,-0.644204852,-0.580821364,-0.286113006,-0.161078447,-0.23808722,1
-0.679418516,-0.661941112,-0.59097035,-0.516487963,-0.291322955,-0.136077123,-0.192456643,1
-0.722264728,-0.681570338,-0.599056604,-0.52538944,-0.257210197,-0.125483341,-0.19616097,1
-0.691660291,-0.68520538,-0.621967655,-0.564232248,-0.281895429,-0.143704645,-0.189594208,1
-0.674062739,-0.653217012,-0.595013477,-0.532267854,-0.287849656,-0.137560252,-0.178817983,1
-0.696250956,-0.68084333,-0.597708895,-0.538337042,-0.250263599,-0.139467133,-0.212830443,1
-0.706197399,-0.67648128,-0.617924528,-0.529435565,-0.271723625,-0.138195879,-0.208789358,1
-0.728385616,-0.706288622,-0.646226415,-0.565850698,-0.294796254,-0.150484666,-0.228152888,1
-0.722264728,-0.717193748,-0.629380054,-0.588913615,-0.230788315,-0.17739287,-0.272941573,1
-0.702371844,-0.687386405,-0.634097035,-0.548452357,-0.287477517,-0.14010276,-0.201212325,1
-0.703902066,-0.687386405,-0.579514825,-0.521747926,-0.244805557,-0.126224906,-0.203738003,1
-0.693955624,-0.708469647,-0.629380054,-0.552498483,-0.272964089,-0.135123682,-0.220407476,1
-0.724560061,-0.692475463,-0.620619946,-0.548452357,-0.274328599,-0.132157424,-0.20862098,1
-0.707727621,-0.691748455,-0.628706199,-0.550880032,-0.292563419,-0.151544044,-0.220070719,1
-0.710788064,-0.684478372,-0.628032345,-0.563423022,-0.275569063,-0.165845649,-0.240276141,1
-0.725325172,-0.717193748,-0.634097035,-0.604288893,-0.234261614,-0.190952911,-0.287590503,1
-0.695485845,-0.674300254,-0.576145553,-0.533077079,-0.256465918,-0.151544044,-0.224785317,1
-0.697781178,-0.669211196,-0.577493261,-0.532267854,-0.23885133,-0.148471847,-0.237245327,1
-0.704667177,-0.691021447,-0.619946092,-0.549261582,-0.264032748,-0.129508978,-0.224785317,1
-0.712318286,-0.681570338,-0.568059299,-0.535504754,-0.208708057,-0.153133111,-0.248358309,1
-0.719204285,-0.688113413,-0.588274933,-0.540764718,-0.238603238,-0.161820012,-0.26081832,1
-0.704667177,-0.687386405,-0.630727763,-0.545620069,-0.283135893,-0.156311245,-0.226469103,1
-0.735271614,-0.707742639,-0.577493261,-0.586890552,-0.150282206,-0.16965941,-0.261996969,1
-0.722264728,-0.69392948,-0.587601078,-0.545620069,-0.214166098,-0.127390222,-0.215019364,1
-0.703902066,-0.696110505,-0.618598383,-0.551689258,-0.293431743,-0.139784946,-0.218555312,1
-0.705432288,-0.694656489,-0.635444744,-0.567873761,-0.279414501,-0.170824726,-0.242465061,1
-0.696250956,-0.683751363,-0.580188679,-0.547643132,-0.243565093,-0.163091265,-0.252736151,1
-0.705432288,-0.694656489,-0.615902965,-0.569896824,-0.268870558,-0.164998146,-0.248526688,1
-0.697016067,-0.68084333,-0.580188679,-0.539955493,-0.236246356,-0.128979289,-0.21990234,1
-0.705432288,-0.692475463,-0.627358491,-0.58810439,-0.257334243,-0.175697865,-0.268226974,1
-0.687069625,-0.651035987,-0.568059299,-0.51284645,-0.248030764,-0.148048096,-0.222428018,1
-0.726855394,-0.728098873,-0.602425876,-0.589318228,-0.196303417,-0.206419832,-0.32311837,1
-0.671767406,-0.621955652,-0.528301887,-0.510823387,-0.228431433,-0.140208697,-0.222596397,1
